NAME,STATE,POPULATION,COUNTY,NAICS_DESC,LEVEL_,TOT_ENROLL,LATITUDE,LONGITUDE
SUNY WESTCHESTER COMMUNITY COLLEGE,NY,15510,WESTCHESTER,JUNIOR COLLEGES,2,13916,41.067312758, -73.787806409
UNIVERSITY OF HOUSTON-DOWNTOWN,TX,15591,HARRIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14439,29.766099597, -95.359337949
MT SAN JACINTO COMMUNITY COLLEGE DISTRICT,CA,15633,RIVERSIDE,JUNIOR COLLEGES,2,14580,33.807364104, -116.970062639
FOOTHILL COLLEGE,CA,15688,SANTA CLARA,JUNIOR COLLEGES,2,15030,37.361104035, -122.12833
MIRACOSTA COLLEGE,CA,15719,SAN DIEGO,JUNIOR COLLEGES,2,14687,33.190873853, -117.302032657
UNIVERSITY OF WYOMING,WY,15821,ALBANY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12820,41.311943, -105.57204
SOUTHEASTERN LOUISIANA UNIVERSITY,LA,15934,TANGIPAHOA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14487,30.513580108, -90.468558145
KIRKWOOD COMMUNITY COLLEGE,IA,15969,LINN,JUNIOR COLLEGES,2,14190,41.911267822, -91.651171536
PACE UNIVERSITY-NEW YORK,NY,15981,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12857,40.711709782, -74.004873808
FLORIDA GULF COAST UNIVERSITY,FL,15990,LEE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14473,26.464338143, -81.774234731
CALIFORNIA STATE UNIVERSITY-DOMINGUEZ HILLS,CA,16014,LOS ANGELES,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14687,33.865282358, -118.258948211
UNIVERSITY OF WISCONSIN-OSHKOSH,WI,16019,WINNEBAGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14541,44.024985375, -88.549281784
EASTFIELD COLLEGE,TX,16082,DALLAS,JUNIOR COLLEGES,2,15112,32.815678639, -96.659469898
UNIVERSITY OF MARYLAND-BALTIMORE COUNTY,MD,16236,BALTIMORE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,13979,39.256685888, -76.71160698
LAMAR UNIVERSITY,TX,16239,JEFFERSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14895,30.044274, -94.073389
INDIANA UNIVERSITY OF PENNSYLVANIA-MAIN CAMPUS,PA,16250,INDIANA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14534,40.615589, -79.159869
GLENDALE COMMUNITY COLLEGE,CA,16276,LOS ANGELES,JUNIOR COLLEGES,2,15112,34.166421572, -118.228251182
SANTA FE COLLEGE,FL,16287,ALACHUA,JUNIOR COLLEGES,1,15055,29.682470481, -82.432614029
THE UNIVERSITY OF MONTANA,MT,16407,MISSOULA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,13952,46.861074, -113.98294
WILMINGTON UNIVERSITY,DE,16408,NEW CASTLE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14467,39.683079463, -75.586312715
KEAN UNIVERSITY,NJ,16412,UNION,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14359,40.679428826, -74.234668323
PRINCE GEORGE'S COMMUNITY COLLEGE,MD,16463,PRINCE GEORGE'S,JUNIOR COLLEGES,2,13678,38.888494605, -76.824156943
SOUTHERN ILLINOIS UNIVERSITY-EDWARDSVILLE,IL,16480,MADISON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,13972,38.793949, -89.997779
MORAINE VALLEY COMMUNITY COLLEGE,IL,16493,COOK,JUNIOR COLLEGES,2,15286,41.694613, -87.836915
CALIFORNIA STATE UNIVERSITY-EAST BAY,CA,16512,ALAMEDA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14823,37.657070377, -122.058072706
METROPOLITAN COMMUNITY COLLEGE AREA,NE,16521,DOUGLAS,JUNIOR COLLEGES,2,14675,41.305883252, -95.957851819
COLLEGE OF STATEN ISLAND CUNY,NY,16600,RICHMOND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14346,40.603948848, -74.148701051
WILLIAM RAINEY HARPER COLLEGE,IL,16607,COOK,JUNIOR COLLEGES,2,14957,42.080862946, -88.069619339
UNIVERSITY OF NORTH CAROLINA WILMINGTON,NC,16690,NEW HANOVER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14570,34.225222622, -77.875526763
CYPRESS COLLEGE,CA,16709,ORANGE,JUNIOR COLLEGES,2,15816,33.827624897, -118.023889141
TEXAS WOMAN'S UNIVERSITY,TX,16727,DENTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15071,33.227002, -97.129088
UNIVERSITY OF VERMONT,VT,16745,CHITTENDEN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12856,44.479261592, -73.198128164
FERRIS STATE UNIVERSITY,MI,16779,MECOSTA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14600,43.687631705, -85.481737483
OZARKS TECHNICAL COMMUNITY COLLEGE,MO,16793,GREENE,JUNIOR COLLEGES,2,14396,37.216478959, -93.279985473
FLORIDA SOUTHWESTERN STATE COLLEGE,FL,16813,LEE,JUNIOR COLLEGES,1,15389,26.554737426, -81.887375264
COLLEGE OF LAKE COUNTY,IL,16943,LAKE,JUNIOR COLLEGES,2,15410,42.355881013, -88.012392109
GRAND RAPIDS COMMUNITY COLLEGE,MI,16957,KENT,JUNIOR COLLEGES,2,15668,42.966408188, -85.666570937
MINNESOTA STATE UNIVERSITY-MANKATO,MN,16994,BLUE EARTH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15387,44.147253, -93.998494
EAST TENNESSEE STATE UNIVERSITY,TN,17018,WASHINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14434,36.301643459, -82.366953993
NORTHWEST VISTA COLLEGE,TX,17033,BEXAR,JUNIOR COLLEGES,2,15797,29.471082, -98.708405
SAN DIEGO CITY COLLEGE,CA,17080,SAN DIEGO,JUNIOR COLLEGES,2,16298,32.71885522, -117.151641034
BERGEN COMMUNITY COLLEGE,NJ,17103,BERGEN,JUNIOR COLLEGES,2,15651,40.951781842, -74.088803597
RIO HONDO COLLEGE,CA,17103,LOS ANGELES,JUNIOR COLLEGES,2,16263,34.019877783, -118.033328666
WESTERN WASHINGTON UNIVERSITY,WA,17136,WHATCOM,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15060,48.737378554, -122.485015772
MONROE COMMUNITY COLLEGE,NY,17140,MONROE,JUNIOR COLLEGES,2,15335,43.101050946, -77.610129576
NORTHERN KENTUCKY UNIVERSITY,KY,17146,CAMPBELL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15090,39.029221, -84.465959
ANNE ARUNDEL COMMUNITY COLLEGE,MD,17219,ANNE ARUNDEL,JUNIOR COLLEGES,2,15274,39.049812819, -76.512223497
INDIANA WESLEYAN UNIVERSITY,IN,17259,GRANT,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14943,40.518494795, -85.661991261
UNIVERSITY OF NEBRASKA AT OMAHA,NE,17274,DOUGLAS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15227,41.257946262, -96.009740962
JOLIET JUNIOR COLLEGE,IL,17282,WILL,JUNIOR COLLEGES,2,15776,41.500535203, -88.180984765
NORTH DAKOTA STATE UNIVERSITY-MAIN CAMPUS,ND,17300,CASS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14747,46.894522766, -96.805688522
EASTERN FLORIDA STATE COLLEGE,FL,17371,BREVARD,JUNIOR COLLEGES,1,15931,28.384790518, -80.758129746
CUNY JOHN JAY COLLEGE OF CRIMINAL JUSTICE,NY,17401,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15045,40.770346154, -73.988402649
WICHITA STATE UNIVERSITY,KS,17453,SEDGWICK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14995,37.71630554, -97.297375454
TRIDENT TECHNICAL COLLEGE,SC,17587,CHARLESTON,JUNIOR COLLEGES,2,16136,32.925493871, -80.030504458
UNIVERSITY OF SOUTHERN MISSISSIPPI,MS,17602,FORREST,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14792,31.327499, -89.33791
SAINT CLOUD STATE UNIVERSITY,MN,17623,STEARNS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16076,45.553227199, -94.152657358
WAYNE COUNTY COMMUNITY COLLEGE DISTRICT,MI,17667,WAYNE,JUNIOR COLLEGES,2,16310,42.326515117, -83.055526787
UNIVERSITY OF NORTH DAKOTA,ND,17679,GRAND FORKS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14906,47.921654, -97.071738
UNIVERSITY OF NORTH GEORGIA,GA,17729,LUMPKIN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16064,34.530261351, -83.985887713
TULANE UNIVERSITY OF LOUISIANA,LA,17730,ORLEANS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12603,29.939696167, -90.120409313
ACADEMY OF ART UNIVERSITY,CA,17731,SAN FRANCISCO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15212,37.787747529, -122.400685638
CARNEGIE MELLON UNIVERSITY,PA,17740,ALLEGHENY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12587,40.443597591, -79.943485071
WEST CHESTER UNIVERSITY OF PENNSYLVANIA,PA,17871,CHESTER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16086,39.951958018, -75.59850508
UNIVERSITY OF NOTRE DAME,IN,17971,ST. JOSEPH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,12179,41.699587, -86.237075
MONTANA STATE UNIVERSITY,MT,18074,GALLATIN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14982,45.666829, -111.049918
UNIVERSITY OF NORTH FLORIDA,FL,18097,DUVAL,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15984,30.269313198, -81.508308059
COLUMBIA COLLEGE,MO,18119,BOONE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16567,38.95738761, -92.326353848
COLLEGE OF THE CANYONS,CA,18239,LOS ANGELES,JUNIOR COLLEGES,2,17148,34.403120988, -118.569523652
LANSING COMMUNITY COLLEGE,MI,18294,INGHAM,JUNIOR COLLEGES,2,16031,42.738940645, -84.551701166
CUNY QUEENSBOROUGH COMMUNITY COLLEGE,NY,18317,QUEENS,JUNIOR COLLEGES,2,16182,40.754858, -73.754548
ROWAN UNIVERSITY,NJ,18355,GLOUCESTER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14778,39.710624403, -75.118506999
MODESTO JUNIOR COLLEGE,CA,18372,STANISLAUS,JUNIOR COLLEGES,2,17578,37.652041743, -121.009723
BOSTON COLLEGE,MA,18445,MIDDLESEX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,14317,42.336203216, -71.169241789
CUNY CITY COLLEGE,NY,18475,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15579,40.819793707, -73.950550315
SAINT LEO UNIVERSITY,FL,18502,PASCO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16349,28.336783138, -82.257793825
DELGADO COMMUNITY COLLEGE,LA,18527,ORLEANS,JUNIOR COLLEGES,2,17152,29.985148987, -90.103962227
FORDHAM UNIVERSITY,NY,18562,BRONX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15231,40.861411704, -73.889899493
UNIVERSITY OF CENTRAL OKLAHOMA,OK,18745,OKLAHOMA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16840,35.658328623, -97.471524314
UNIVERSITY OF NEW HAMPSHIRE-MAIN CAMPUS,NH,18829,STRAFFORD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15117,43.13423546, -70.934512298
COMMUNITY COLLEGE OF RHODE ISLAND,RI,18862,KENT,JUNIOR COLLEGES,2,17553,41.71281702, -71.481508752
BOWLING GREEN STATE UNIVERSITY-MAIN CAMPUS,OH,18927,WOOD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16554,41.377036, -83.637531
UNIVERSITY OF SOUTH ALABAMA,AL,18963,MOBILE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15805,30.695081173, -88.181890478
SANTA BARBARA CITY COLLEGE,CA,18984,SANTA BARBARA,JUNIOR COLLEGES,2,17927,34.40678836, -119.698045211
COMMUNITY COLLEGE OF ALLEGHENY COUNTY,PA,19016,ALLEGHENY,JUNIOR COLLEGES,2,17153,40.449367946, -80.013936897
GROSSMONT COLLEGE,CA,19043,SAN DIEGO,JUNIOR COLLEGES,2,18040,32.816077058, -117.007291965
MADISON AREA TECHNICAL COLLEGE,WI,19054,DANE,JUNIOR COLLEGES,1,16759,43.121843311, -89.327786038
BAYLOR UNIVERSITY,TX,19103,MCLENNAN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16263,31.546149574, -97.11845258
MILWAUKEE AREA TECHNICAL COLLEGE,WI,19111,MILWAUKEE,JUNIOR COLLEGES,2,16712,43.043590278, -87.920818442
UNIVERSITY OF LOUISIANA AT LAFAYETTE,LA,19127,LAFAYETTE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17195,30.215283471, -92.019410495
CALIFORNIA STATE UNIVERSITY-CHICO,CA,19182,BUTTE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17287,39.728003, -121.846333
WEBSTER UNIVERSITY,MO,19196,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16769,38.590774864, -90.3454253
CLEVELAND STATE UNIVERSITY,OH,19237,CUYAHOGA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16936,41.502281363, -81.674355255
UNIVERSITY OF MASSACHUSETTS-LOWELL,MA,19250,MIDDLESEX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17179,42.653719761, -71.325080964
UNIVERSITY OF MISSOURI-ST LOUIS,MO,19294,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17072,38.711296694, -90.308886081
CHAMBERLAIN COLLEGE OF NURSING-ILLINOIS,IL,19300,DUPAGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,18665,41.949726802, -88.038557903
SUNY AT BINGHAMTON,NY,19305,BROOME,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16695,42.088049, -75.971143
LOYOLA UNIVERSITY CHICAGO,IL,19356,COOK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15902,41.999160598, -87.657398992
INDIAN RIVER STATE COLLEGE,FL,19395,ST. LUCIE,JUNIOR COLLEGES,1,17665,27.42298656, -80.35832134
NEW MEXICO STATE UNIVERSITY-MAIN CAMPUS,NM,19428,DO0A ANA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,15829,32.282875, -106.747841
BAKERSFIELD COLLEGE,CA,19461,KERN,JUNIOR COLLEGES,2,18698,35.408924985, -118.971682519
RIVERSIDE CITY COLLEGE,CA,19490,RIVERSIDE,JUNIOR COLLEGES,2,18547,33.971481357, -117.380540006
LOS ANGELES VALLEY COLLEGE,CA,19498,LOS ANGELES,JUNIOR COLLEGES,2,18641,34.176406189, -118.421445731
SAN JOAQUIN DELTA COLLEGE,CA,19508,SAN JOAQUIN,JUNIOR COLLEGES,2,18572,37.994642812, -121.31722648
UNIVERSITY OF MISSOURI-KANSAS CITY,MO,19509,JACKSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16146,39.033724225, -94.576599926
NATIONAL UNIVERSITY,CA,19529,SAN DIEGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17608,32.909894364, -117.24302561
UNIVERSITY OF RHODE ISLAND,RI,19532,WASHINGTON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16571,41.489334, -71.528708
THE UNIVERSITY OF TEXAS MD ANDERSON CANCER CENTER,TX,19588,HARRIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,303,29.70558517, -95.396878236
UNIVERSITY OF MASSACHUSETTS-BOSTON,MA,19626,SUFFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16756,42.314331727, -71.039813773
SIERRA COLLEGE,CA,19661,PLACER,JUNIOR COLLEGES,2,18565,38.791466783, -121.211533602
LOS ANGELES CITY COLLEGE,CA,19703,LOS ANGELES,JUNIOR COLLEGES,2,18756,34.087300901, -118.292169109
WRIGHT STATE UNIVERSITY-MAIN CAMPUS,OH,19716,GREENE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16842,39.780634022, -84.064881437
CUNY NEW YORK CITY COLLEGE OF TECHNOLOGY,NY,19738,KINGS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17374,40.695483453, -73.987856215
EASTERN KENTUCKY UNIVERSITY,KY,19828,MADISON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16305,37.74039579, -84.301355982
UNIVERSITY OF ALASKA ANCHORAGE,AK,19930,ANCHORAGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17151,61.189554122, -149.826134888
SEMINOLE STATE COLLEGE OF FLORIDA,FL,19950,SEMINOLE,JUNIOR COLLEGES,1,18399,28.745511703, -81.305510822
BLINN COLLEGE,TX,20002,WASHINGTON,JUNIOR COLLEGES,2,18850,30.159713074, -96.40967715
ROCHESTER INSTITUTE OF TECHNOLOGY,NY,20111,MONROE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,16310,43.084435834, -77.673853707
CUNY BROOKLYN COLLEGE,NY,20149,KINGS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17390,40.631911659, -73.9531199
CUNY KINGSBOROUGH COMMUNITY COLLEGE,NY,20214,KINGS,JUNIOR COLLEGES,2,17758,40.576445834, -73.934778748
FRONT RANGE COMMUNITY COLLEGE,CO,20220,ADAMS,JUNIOR COLLEGES,2,18761,39.901452074, -105.038068048
UNIVERSITY OF ROCHESTER,NY,20241,MONROE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,11060,43.126397, -77.631202
TULSA COMMUNITY COLLEGE,OK,20343,TULSA,JUNIOR COLLEGES,2,17861,36.10678781, -95.908250395
SOUTHWESTERN COLLEGE,CA,20377,SAN DIEGO,JUNIOR COLLEGES,2,19000,32.641566698, -116.997214533
SUNY AT ALBANY,NY,20387,ALBANY,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17273,42.686917417, -73.825013516
CUNY BERNARD M BARUCH COLLEGE,NY,20468,NEW YORK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,18090,40.740238214, -73.983417009
METROPOLITAN COMMUNITY COLLEGE-KANSAS CITY,MO,20535,JACKSON,JUNIOR COLLEGES,2,18222,38.908925859, -94.454393701
COMMUNITY COLLEGE OF PHILADELPHIA,PA,20618,PHILADELPHIA,JUNIOR COLLEGES,2,19119,39.962027956, -75.16578982
CHAFFEY COLLEGE,CA,20748,SAN BERNARDINO,JUNIOR COLLEGES,2,19557,34.147049574, -117.573086368
CALIFORNIA STATE UNIVERSITY-SAN BERNARDINO,CA,20804,SAN BERNARDINO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,18952,34.183043713, -117.322107751
RICHLAND COLLEGE,TX,20868,DALLAS,JUNIOR COLLEGES,2,19343,32.922141119, -96.730505386
APPALACHIAN STATE UNIVERSITY,NC,20933,WATAUGA,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,18026,36.212682497, -81.677519603
AMERICAN COLLEGE OF FINANCIAL SERVICES,PA,21129,DELAWARE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20911,40.017817857, -75.328568572
DIABLO VALLEY COLLEGE,CA,21134,CONTRA COSTA,JUNIOR COLLEGES,2,20089,37.968035319, -122.069861367
SADDLEBACK COLLEGE,CA,21193,ORANGE,JUNIOR COLLEGES,2,20007,33.552162755, -117.665840108
UNIVERSITY OF NORTH CAROLINA AT GREENSBORO,NC,21255,GUILFORD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,18647,36.065604456, -79.813055999
VINCENNES UNIVERSITY,IN,21389,KNOX,JUNIOR COLLEGES,1,19205,38.686936973, -87.520650335
SINCLAIR COMMUNITY COLLEGE,OH,21402,MONTGOMERY,JUNIOR COLLEGES,2,19093,39.757598494, -84.200628168
RIO SALADO COLLEGE,AZ,21486,MARICOPA,JUNIOR COLLEGES,2,20215,33.412764291, -111.974052835
UNIVERSITY OF CALIFORNIA-SANTA CRUZ,CA,21499,SANTA CRUZ,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17866,36.999018417, -122.060726126
FULL SAIL UNIVERSITY,FL,21618,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19285,28.596545668, -81.301286157
SAM HOUSTON STATE UNIVERSITY,TX,21717,WALKER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19573,30.713552686, -95.548627091
JOHNSON COUNTY COMMUNITY COLLEGE,KS,21806,JOHNSON,JUNIOR COLLEGES,2,19429,38.92306106, -94.730828151
THOMAS EDISON STATE COLLEGE,NJ,21816,MERCER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21495,40.22011004, -74.7696525
GLENDALE COMMUNITY COLLEGE,AZ,21868,MARICOPA,JUNIOR COLLEGES,2,20506,33.571075986, -112.189380963
SAINT LOUIS UNIVERSITY,MO,22023,ST. LOUIS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17052,38.636516218, -90.233430029
LOS ANGELES PIERCE COLLEGE,CA,22033,LOS ANGELES,JUNIOR COLLEGES,2,21034,34.184183646, -118.577193513
CUNY QUEENS COLLEGE,NY,22091,QUEENS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19310,40.737771, -73.815387
MIAMI UNIVERSITY-OXFORD,OH,22174,BUTLER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,18620,39.50964156, -84.731821117
TROY UNIVERSITY,AL,22301,PIKE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19041,31.800128, -85.950191
KEISER UNIVERSITY-FT LAUDERDALE,FL,22309,BROWARD,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19110,26.185868511, -80.1639592
COLUMBIA SOUTHERN UNIVERSITY,AL,22330,BALDWIN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21359,30.289528, -87.59265
CENTRAL PIEDMONT COMMUNITY COLLEGE,NC,22587,MECKLENBURG,JUNIOR COLLEGES,2,19957,35.217774442, -80.829795891
CALIFORNIA POLYTECHNIC STATE UNIVERSITY-SAN LUIS OBISPO,CA,22701,SAN LUIS OBISPO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20186,35.302375955, -120.661596881
CUNY LAGUARDIA COMMUNITY COLLEGE,NY,22712,QUEENS,JUNIOR COLLEGES,2,20231,40.744500234, -73.935057383
OAKLAND UNIVERSITY,MI,22753,OAKLAND,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20519,42.674569, -83.216414
HARRISBURG AREA COMMUNITY COLLEGE-HARRISBURG,PA,22794,DAUPHIN,JUNIOR COLLEGES,2,20230,40.298255725, -76.886340947
ORANGE COAST COLLEGE,CA,22839,ORANGE,JUNIOR COLLEGES,2,21775,33.670170605, -117.911400631
CERRITOS COLLEGE,CA,22918,LOS ANGELES,JUNIOR COLLEGES,2,21774,33.885839859, -118.097262892
CENTRAL TEXAS COLLEGE,TX,22953,BELL,JUNIOR COLLEGES,2,20547,31.119054, -97.809704
THE UNIVERSITY OF TEXAS-PAN AMERICAN,TX,22965,HIDALGO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21015,26.306628643, -98.172188322
SOUTHERN ILLINOIS UNIVERSITY-CARBONDALE,IL,23130,JACKSON,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,17989,37.717389, -89.221214
COLORADO TECHNICAL UNIVERSITY-ONLINE,CO,23176,EL PASO,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21558,38.89367824, -104.834244709
WESTERN KENTUCKY UNIVERSITY,KY,23243,WARREN,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20171,36.987817874, -86.453940893
ST JOHN'S UNIVERSITY-NEW YORK,NY,23257,QUEENS,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20445,40.72202659, -73.795027439
SAN ANTONIO COLLEGE,TX,23267,BEXAR,JUNIOR COLLEGES,2,21280,29.448011603, -98.487809759
EVEREST UNIVERSITY-SOUTH ORLANDO,FL,23275,ORANGE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,22535,28.434701604, -81.426942125
UNIVERSITY OF NEVADA-RENO,NV,23310,WASHOE,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19934,39.543641691, -119.815376897
MONTCLAIR STATE UNIVERSITY,NJ,23348,ESSEX,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20022,40.859147115, -74.198550305
GEORGIA SOUTHERN UNIVERSITY,GA,23390,BULLOCH,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,20517,32.419853567, -81.779936061
GEORGIA PERIMETER COLLEGE,GA,23602,DEKALB,JUNIOR COLLEGES,2,21371,33.688583895, -84.275037456
FRESNO CITY COLLEGE,CA,23732,FRESNO,JUNIOR COLLEGES,2,22307,36.768164007, -119.79609608
WAKE TECHNICAL COMMUNITY COLLEGE,NC,23758,WAKE,JUNIOR COLLEGES,2,21384,35.650151264, -78.706125589
METROPOLITAN STATE UNIVERSITY OF DENVER,CO,23779,DENVER,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,21674,39.742248, -105.002391
NORTHEASTERN UNIVERSITY,MA,23795,SUFFOLK,"COLLEGES, UNIVERSITIES, AND PROFESSIONAL SCHOOLS",1,19798,42.340182758, -71.088068563
